sample,prediction,p_left_raw,p_right_raw,name ,integrator,threshold
7935,left_hand,0.9775180220603943,0.022481949999928474,IntegradorFuga,-4.717315226793289,1.0
7999,left_hand,0.966184139251709,0.03381587192416191,IntegradorFuga,-4.717897407710552,1.0
8063,left_hand,0.9393201470375061,0.060679834336042404,IntegradorFuga,-4.670766554772854,1.0
8127,left_hand,0.9349921941757202,0.06500780582427979,IntegradorFuga,-4.599724847823381,1.0
8191,left_hand,0.8386706113815308,0.16132935881614685,IntegradorFuga,-4.313370293006301,1.0
8255,left_hand,0.7568464279174805,0.24315360188484192,IntegradorFuga,-3.8720270469784737,1.0
8319,left_hand,0.7513028979301453,0.24869708716869354,IntegradorFuga,-3.4422645904123783,1.0
8383,left_hand,0.9148645401000977,0.08513545244932175,IntegradorFuga,-3.3933533653616905,1.0
8447,left_hand,0.8961097598075867,0.10389029234647751,IntegradorFuga,-3.3155884444713593,1.0
8511,left_hand,0.803312361240387,0.19668765366077423,IntegradorFuga,-3.244871899485588,1.0
8575,left_hand,0.7603732943534851,0.2396266758441925,IntegradorFuga,-3.251925691962242,1.0
8639,left_hand,0.7280142307281494,0.2719857394695282,IntegradorFuga,-3.2053483724594116,1.0
8703,left_hand,0.6319836974143982,0.3680162727832794,IntegradorFuga,-2.6395867094397545,1.0
8767,left_hand,0.5691859126091003,0.43081408739089966,IntegradorFuga,-1.985739067196846,1.0
8831,left_hand,0.6795163154602051,0.3204836845397949,IntegradorFuga,-1.7381469905376434,1.0
8895,left_hand,0.7318650484085083,0.2681349217891693,IntegradorFuga,-1.6811304986476898,1.0
8959,left_hand,0.7739040851593018,0.22609592974185944,IntegradorFuga,-1.772910162806511,1.0
9023,left_hand,0.8617748618125916,0.13822507858276367,IntegradorFuga,-2.23249252140522,1.0
9087,left_hand,0.9465043544769287,0.053495630621910095,IntegradorFuga,-2.987129420042038,1.0
9151,left_hand,0.9596371650695801,0.04036279767751694,IntegradorFuga,-3.547371156513691,1.0
9215,left_hand,0.9551572203636169,0.04484284296631813,IntegradorFuga,-3.9939554072916508,1.0
9279,left_hand,0.8877755403518677,0.11222448199987411,IntegradorFuga,-4.221698310226202,1.0
9343,left_hand,0.34380242228507996,0.6561975479125977,IntegradorFuga,-3.1857534013688564,1.0
9407,left_hand,0.46509790420532227,0.534902036190033,IntegradorFuga,-2.222940545529127,1.0
9471,left_hand,0.7476533651351929,0.25234663486480713,IntegradorFuga,-1.7989729084074497,1.0
9535,left_hand,0.8763797283172607,0.12362022697925568,IntegradorFuga,-1.641418032348156,1.0
9599,left_hand,0.9022589325904846,0.09774109721183777,IntegradorFuga,-1.6703848093748093,1.0
9663,left_hand,0.8994724750518799,0.10052750259637833,IntegradorFuga,-2.7817249074578285,1.0
9727,left_hand,0.8723180294036865,0.12768195569515228,IntegradorFuga,-3.5961651131510735,1.0
9791,left_hand,0.8695306181907654,0.130469411611557,IntegradorFuga,-3.839919589459896,1.0
9855,left_hand,0.8803253769874573,0.11967463046312332,IntegradorFuga,-3.847810834646225,1.0
9919,left_hand,0.8685855269432068,0.1314144879579544,IntegradorFuga,-3.7804640382528305,1.0
9983,left_hand,0.8682987093925476,0.1317013055086136,IntegradorFuga,-3.718116469681263,1.0
