sample,prediction,p_left_raw,p_right_raw,name,mean_left,mean_right,n_preds
5311,left_hand,0.8145158290863037,0.18548418581485748,MediaProbabilidades,0.7076877355575562,0.2923122614622116,5
5375,left_hand,0.6146507859230042,0.38534921407699585,MediaProbabilidades,0.682080352306366,0.3179196506738663,5
5439,left_hand,0.5324158072471619,0.4675842523574829,MediaProbabilidades,0.6658515930175781,0.3341484159231186,5
5503,left_hand,0.37201881408691406,0.6279811859130859,MediaProbabilidades,0.616806709766388,0.38319330513477323,5
5567,left_hand,0.37334173917770386,0.6266582608222961,MediaProbabilidades,0.5413885951042176,0.45861141979694364,5
5631,right_hand,0.4676836431026459,0.5323163866996765,MediaProbabilidades,0.472022157907486,0.5279778599739074,5
5695,right_hand,0.5483495593070984,0.4516504406929016,MediaProbabilidades,0.4587619125843048,0.5412381052970886,5
5759,right_hand,0.5103235840797424,0.48967641592025757,MediaProbabilidades,0.4543434679508209,0.5456565380096435,5
5823,right_hand,0.5909885764122009,0.4090114235877991,MediaProbabilidades,0.4981374204158783,0.5018625855445862,5
5887,left_hand,0.587437629699707,0.4125623404979706,MediaProbabilidades,0.5409565985202789,0.45904340147972106,5
5951,left_hand,0.5754651427268982,0.4245349168777466,MediaProbabilidades,0.5625128984451294,0.4374871075153351,5
6015,left_hand,0.64713054895401,0.3528694808483124,MediaProbabilidades,0.5822690963745117,0.4177309155464172,5
6079,left_hand,0.5549014806747437,0.44509851932525635,MediaProbabilidades,0.591184675693512,0.408815336227417,5
